ID	FILE	AUTHOR	BORN-DIED	TITLE	DATE	TECHNIQUE	LOCATION	FORM	TYPE	SCHOOL	TIMELINE	URL
40984	40984.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Queen Isabel of Bourbon Equestrian	1634-35	Oil on canvas, 301 x 314 cm	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/05/0506vela.html
40985	40985.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Prince Baltasar Carlos on Horseback	1635-36	Oil on canvas, 209 x 173 cm	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/05/0507vela.html
40986	40986.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	The Count-Duke of Olivares on Horseback	1634	Oil on canvas, 314 x 240 cm	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/05/0508vela.html
40991	40991.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	The Buffoon Pablo de Valladolid	1636-37	Oil on canvas, 214 x 125 cm	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/06/0604vela.html
40992	40992.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	The Dwarf Don Juan Calabazas, called Calabacillas	1637-39	Oil on canvas, 106 x 83 cm	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/06/0605vela.html
40993	40993.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	The Buffoon Don Cristóbal de Castañeda y Pernia (Barbarroja)	1637-40	Oil on canvas, 200 x 121 cm	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/06/0606vela.html
40994	40994.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	The Buffoon Don Cristóbal de Castañeda y Pernia (detail)	1637-40	Oil on canvas	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/06/0607vela.html
40995	40995.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Court Dwarf Don Antonio el Inglés	c. 1640-42	Oil on canvas, 142 x 107 cm	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/06/0608vela.html
40996	40996.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Portrait of Don Gaspar de Guzman y Pimental, Count-Duke of Olivares	c. 1638	Oil on canvas, 67 x 55 cm	The Hermitage, St. Petersburg	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/06/0608velb.html
40997	40997.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Aesop	1639-41	Oil on canvas, 179 x 94 cm	Museo del Prado, Madrid	painting	mythological	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/06/0609vela.html
40998	40998.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Menippus	1639-41	Oil on canvas, 179 x 94 cm	Museo del Prado, Madrid	painting	mythological	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/06/0610vela.html
41000	41000.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Don Baltasar Carlos	c. 1640	Oil on canvas, 128,5 x 99 cm	Kunsthistorisches Museum, Vienna	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/06/0612vela.html
41001	41001.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Mars, God of War	c. 1640	Oil on canvas, 179 x 95 cm	Museo del Prado, Madrid	painting	mythological	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/06/0613vela.html
41002	41002.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Self-Portrait	c. 1640	Oil on canvas, 46 x 38 cm	Museo de Bellas Artes, Valencia	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/06/0614vela.html
41003	41003.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Lady with a Fan	c. 1640	Oil on canvas, 95 x 70 cm	Wallace Collection, London	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/06/0615vela.html
41004	41004.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Self-Portrait	1643	Oil on canvas, 70 x 58 cm	Galleria degli Uffizi, Florence	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/07/0701vela.html
41005	41005.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Self-Portrait	c. 1645	Oil on canvas, 104 x 83 cm	Galleria degli Uffizi, Florence	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/07/0701velb.html
41006	41006.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	"The Dwarf Francisco Lezcano, Called ""El Niño de Vallecas"""	1643-45	Oil on canvas, 107 x 83 cm	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/07/0702vela.html
41007	41007.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	The Dwarf Sebastian de Morra	c. 1645	Oil on canvas, 106,5 x 81,5 cm	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/07/0703vela.html
41008	41008.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Don Diego de Acedo (El Primo)	c. 1645	Oil on canvas, 106 x 83 cm	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/07/0704vela.html
41009	41009.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Phillip IV in Army Dress (The portrait of Fraga)	1644	Oil on canvas, 133,5 x 95 cm	Frick Collection, New York	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/07/0705vela.html
41010	41010.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Arachne	1644-48	Oil on canvas, 64 x 58 cm	Meadows Museum, Dallas	painting	mythological	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/07/0706vela.html
41013	41013.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	View of Zaragoza	1647	Oil on canvas, 181 x 331 cm	Museo del Prado, Madrid	painting	landscape	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/07/0709vela.html
41014	41014.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Portrait of a Man	c. 1649	Oil on canvas, 76 x 64,5 cm	Wellington Museum, Apsley House, London	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/07/0710vela.html
41015	41015.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Portrait of Innocent X	c. 1650	Oil on canvas, 141 x 119 cm	Galleria Doria Pamphilj, Rome	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/07/0711vela.html
41016	41016.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Pope Innocent X	c. 1650	Oil on canvas, 49,2 x 41,3 cm	National Gallery of Art, Washington	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/07/0712vela.html
41017	41017.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Juan de Pareja	c. 1650	Oil on canvas, 81,3 x 69,9 cm	Metropolitan Museum of Art, New York	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/07/0713vela.html
41018	41018.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Venus at her Mirror (The Rokeby Venus)	1649-51	Oil on canvas, 122,5 x 177 cm	National Gallery, London	painting	mythological	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/07/0714vela.html
41019	41019.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Las Meninas or The Family of Philip IV	1656-57	Oil on canvas, 318 x 276 cm	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/08/0801vela.html
41020	41020.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Las Meninas or The Family of Philip IV	1656-57	Oil on canvas, 318 x 276 cm	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/08/0802vela.html
41021	41021.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Las Meninas (detail)	1656-57	Oil on canvas	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/08/0803vela.html
41022	41022.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Las Meninas (detail)	1656-57	Oil on canvas	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/08/0804vela.html
41023	41023.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Las Meninas (detail)	1656-57	Oil on canvas	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/08/0805vela.html
41024	41024.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Las Meninas (detail)	1656-57	Oil on canvas	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/08/0806vela.html
41025	41025.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Las Meninas (detail)	1656-57	Oil on canvas	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/08/0807vela.html
41026	41026.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Las Meninas (detail)	1656-57	Oil on canvas	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/08/0808vela.html
41027	41027.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	The Fable of Arachne (Las Hilanderas)	c. 1657	Oil on canvas, 220 x 289 cm	Museo del Prado, Madrid	painting	mythological	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/09/0901vela.html
41028	41028.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	The Fable of Arachne (detail)	c. 1657	Oil on canvas	Museo del Prado, Madrid	painting	mythological	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/09/0902vela.html
41029	41029.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	The Fable of Arachne (detail)	c. 1657	Oil on canvas	Museo del Prado, Madrid	painting	mythological	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/09/0903vela.html
41030	41030.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	The Fable of Arachne (detail)	c. 1657	Oil on canvas	Museo del Prado, Madrid	painting	mythological	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/09/0904vela.html
41031	41031.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	The Fable of Arachne (detail)	c. 1657	Oil on canvas	Museo del Prado, Madrid	painting	mythological	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/09/0905vela.html
41032	41032.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Infanta María Teresa	1651-52	Oil on canvas, 34,3 x 40 cm	Metropolitan Museum of Art, New York	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/10/1001vela.html
41033	41033.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Portrait of Philip IV	1652-53	Oil on canvas, 47 x 37,5 cm	Kunsthistorisches Museum, Vienna	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/10/1002vela.html
41034	41034.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Queen Doña Mariana of Austria	1652-53	Oil on canvas, 231 x 131 cm	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/10/1003vela.html
41035	41035.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Queen Doña Mariana of Austria (detail)	1652-53	Oil on canvas	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/10/1004vela.html
41036	41036.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	María Teresa	1652-53	Oil on canvas, 127 x 98,5 cm	Kunsthistorisches Museum, Vienna	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/10/1005vela.html
41037	41037.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Infanta Margarita	c. 1654	Oil on canvas, 128,5 x 100 cm	Kunsthistorisches Museum, Vienna	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/10/1006vela.html
41038	41038.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Infanta Margarita (detail)	c. 1654	Oil on canvas	Kunsthistorisches Museum, Vienna	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/10/1007vela.html
41039	41039.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Infanta Margarita	1654-55	Oil on canvas, 70 x 59 cm	Musée du Louvre, Paris	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/10/1007velb.html
41040	41040.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Philip IV	c. 1655	Oil on canvas, 69 x 56 cm	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/10/1008vela.html
41041	41041.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Portrait of Mariana of Austria, Queen of Spain	1655-57	Oil on canvas, 66 x 56 cm	Fundación Colección Thyssen-Bornemisza, Pedralbes	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/10/1008velb.html
41042	41042.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Portrait of Philip IV (fragment)	1657-60	Oil on canvas, 40,5 X 32,5 cm	Museo de Bellas Artes, Bilbao	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/10/1009vela.html
41043	41043.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Mercury and Argus	c. 1659	Oil on canvas, 127 x 248 cm	Museo del Prado, Madrid	painting	mythological	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/10/1010vela.html
41044	41044.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Infante Felipe Próspero	c. 1660	Oil on canvas, 128,5 x 99,5 cm	Kunsthistorisches Museum, Vienna	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/10/1011vela.html
41045	41045.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	Infante Felipe Próspero (detail)	c. 1660	Oil on canvas	Kunsthistorisches Museum, Vienna	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/10/1012vela.html
41046	41046.jpg	VELÁZQUEZ, Diego Rodriguez de Silva y	(b. 1599, Sevilla, d. 1660, Madrid)	The Infanta Doña Margarita de Austria	c. 1660	Oil on canvas, 212 x 147 cm	Museo del Prado, Madrid	painting	portrait	Spanish	1601-1650	http://www.wga.hu/html/v/velazque/10/1014vela.html
41048	41048.jpg	VELDE, Adriaen van de	(b. 1636, Amsterdam, d. 1672, Amsterdam)	Amusement on the Ice	1669	Oil on canvas on wood, 33 x 40,5 cm	Gemäldegalerie, Dresden	painting	landscape	Dutch	1651-1700	http://www.wga.hu/html/v/velde/adriaen/amuseice.html
41049	41049.jpg	VELDE, Adriaen van de	(b. 1636, Amsterdam, d. 1672, Amsterdam)	Animals by the River	1664	Oil on canvas, 50 x 71 cm	Musée du Louvre, Paris	painting	landscape	Dutch	1651-1700	http://www.wga.hu/html/v/velde/adriaen/animals.html
41051	41051.jpg	VELDE, Adriaen van de	(b. 1636, Amsterdam, d. 1672, Amsterdam)	The Beach at Scheveningen	1658	Oil on canvas	Staatliche Museen, Kassel	painting	landscape	Dutch	1651-1700	http://www.wga.hu/html/v/velde/adriaen/beachsch.html
41052	41052.jpg	VELDE, Adriaen van de	(b. 1636, Amsterdam, d. 1672, Amsterdam)	Cattle and Goats in a Meadow	1658	Oil on canvas, 36 x 46 cm	Private collection	painting	landscape	Dutch	1651-1700	http://www.wga.hu/html/v/velde/adriaen/cattle.html
41053	41053.jpg	VELDE, Adriaen van de	(b. 1636, Amsterdam, d. 1672, Amsterdam)	A Classical Landscape	1671	Oil on canvas, 32 x 43 cm	Private collection	painting	landscape	Dutch	1651-1700	http://www.wga.hu/html/v/velde/adriaen/classlan.html
41054	41054.jpg	VELDE, Adriaen van de	(b. 1636, Amsterdam, d. 1672, Amsterdam)	Cows on a Meadow	1658	Oil on oak, 27 x 22 cm	Staatliche Museen, Berlin	painting	landscape	Dutch	1651-1700	http://www.wga.hu/html/v/velde/adriaen/cowsmead.html
41055	41055.jpg	VELDE, Adriaen van de	(b. 1636, Amsterdam, d. 1672, Amsterdam)	Frozen Canal with Skaters and Hockey Players	1668	Oil on canvas, 23 x 30 cm	Musée du Louvre, Paris	painting	landscape	Dutch	1651-1700	http://www.wga.hu/html/v/velde/adriaen/frozenca.html
41056	41056.jpg	VELDE, Adriaen van de	(b. 1636, Amsterdam, d. 1672, Amsterdam)	Italianate Landscape	-	Oil on panel, 15 x 13 cm	Private collection	painting	landscape	Dutch	1651-1700	http://www.wga.hu/html/v/velde/adriaen/italiana.html
41058	41058.jpg	VELDE, Adriaen van de	(b. 1636, Amsterdam, d. 1672, Amsterdam)	Pastoral Landscape with Sheep and Peasants	1661	Oil on panel, 20 x 17 cm	Private collection	painting	landscape	Dutch	1651-1700	http://www.wga.hu/html/v/velde/adriaen/pastoral.html
41059	41059.jpg	VELDE, Adriaen van de	(b. 1636, Amsterdam, d. 1672, Amsterdam)	The Farm	1666	Oil on canvas over panel, 63 x 78 cm	Staatliche Museen, Berlin	painting	landscape	Dutch	1651-1700	http://www.wga.hu/html/v/velde/adriaen/the_farm.html
41060	41060.jpg	VELDE, Adriaen van de	(b. 1636, Amsterdam, d. 1672, Amsterdam)	The Farm (detail)	1666	Oil on canvas over panel	Staatliche Museen, Berlin	painting	landscape	Dutch	1651-1700	http://www.wga.hu/html/v/velde/adriaen/the_farx.html
41061	41061.jpg	VELDE, Adriaen van de	(b. 1636, Amsterdam, d. 1672, Amsterdam)	The Hut	1671	Oil on canvas, 76 x 65 cm	Rijksmuseum, Amsterdam	painting	landscape	Dutch	1651-1700	http://www.wga.hu/html/v/velde/adriaen/the_hut.html
41062	41062.jpg	VELDE, Adriaen van de	(b. 1636, Amsterdam, d. 1672, Amsterdam)	The Hut (detail)	1671	Oil on canvas	Rijksmuseum, Amsterdam	painting	landscape	Dutch	1651-1700	http://www.wga.hu/html/v/velde/adriaen/the_hut1.html
41063	41063.jpg	VELDE, Adriaen van de	(b. 1636, Amsterdam, d. 1672, Amsterdam)	Bull	1659	Etching, 112 x 133 mm	The Hermitage, St. Petersburg	graphics	landscape	Dutch	1651-1700	http://www.wga.hu/html/v/velde/adriaen/z_bull.html
41069	41069.jpg	VELDE, Esaias van de	(b. 1587, Amsterdam, d. 1630, Den Haag)	Bandits Attacking a Caravan of Travellers	1627-29	Oil on panel, 40 x 69 cm	Private collection	painting	landscape	Dutch	1601-1650	http://www.wga.hu/html/v/velde2/esaias/bandits.html
41070	41070.jpg	VELDE, Esaias van de	(b. 1587, Amsterdam, d. 1630, Den Haag)	Battle Scene in an Open Landscape	1614	Oil on panel, 55 x 87 cm	Private collection	painting	landscape	Dutch	1601-1650	http://www.wga.hu/html/v/velde2/esaias/battlesc.html
41071	41071.jpg	VELDE, Esaias van de	(b. 1587, Amsterdam, d. 1630, Den Haag)	Ferry Boat	1622	Oil on panel, 62 x 113 cm	Rijksmuseum, Amsterdam	painting	landscape	Dutch	1601-1650	http://www.wga.hu/html/v/velde2/esaias/ferry_b.html
41072	41072.jpg	VELDE, Esaias van de	(b. 1587, Amsterdam, d. 1630, Den Haag)	Ferry Boat (detail)	1622	Oil on panel	Rijksmuseum, Amsterdam	painting	landscape	Dutch	1601-1650	http://www.wga.hu/html/v/velde2/esaias/ferry_bo.html
41073	41073.jpg	VELDE, Esaias van de	(b. 1587, Amsterdam, d. 1630, Den Haag)	Ferry Boat (detail)	1622	Oil on panel	Rijksmuseum, Amsterdam	painting	landscape	Dutch	1601-1650	http://www.wga.hu/html/v/velde2/esaias/ferry_bp.html
41075	41075.jpg	VELDE, Esaias van de	(b. 1587, Amsterdam, d. 1630, Den Haag)	The Joy of Ice on a Frozen Canal near a Walled Town	1618	Oil on panel, 30 x 50 cm	Alte Pinakothek, Munich	painting	landscape	Dutch	1601-1650	http://www.wga.hu/html/v/velde2/esaias/joy_ice.html
41076	41076.jpg	VELDE, Esaias van de	(b. 1587, Amsterdam, d. 1630, Den Haag)	Landscape	1622	Oil on oak panel, 28 x 34 cm	Private collection	painting	landscape	Dutch	1601-1650	http://www.wga.hu/html/v/velde2/esaias/landscap.html
41078	41078.jpg	VELDE, Esaias van de	(b. 1587, Amsterdam, d. 1630, Den Haag)	Riders on a Path between Ruins and a High Bank	1624	Oil on canvas laid on panel, 42 x 36 cm	Private collection	painting	landscape	Dutch	1601-1650	http://www.wga.hu/html/v/velde2/esaias/riders.html
41079	41079.jpg	VELDE, Esaias van de	(b. 1587, Amsterdam, d. 1630, Den Haag)	Traveller and his Pack Horse	1629	Oil on oak panel, 9 x 13 cm	Private collection	painting	landscape	Dutch	1601-1650	http://www.wga.hu/html/v/velde2/esaias/traveler.html
41080	41080.jpg	VELDE, Esaias van de	(b. 1587, Amsterdam, d. 1630, Den Haag)	Winter Landscape	1623	Oil on wood, 25,9 x 30,4 cm	National Gallery, London	painting	landscape	Dutch	1601-1650	http://www.wga.hu/html/v/velde2/esaias/winter_l.html
41081	41081.jpg	VELDE, Esaias van de	(b. 1587, Amsterdam, d. 1630, Den Haag)	Winter Landscape	1629	Oil on oak, 11 x 15 cm	Wallraf-Richartz-Museum, Cologne	painting	landscape	Dutch	1601-1650	http://www.wga.hu/html/v/velde2/esaias/winter_n.html
41082	41082.jpg	VELDE, Esaias van de	(b. 1587, Amsterdam, d. 1630, Den Haag)	Winter Landscape with Skaters and a Farm House	1616	Oil on panel, diameter 34 cm	Private collection	painting	landscape	Dutch	1601-1650	http://www.wga.hu/html/v/velde2/esaias/winterla.html
41083	41083.jpg	VELDE, Esaias van de	(b. 1587, Amsterdam, d. 1630, Den Haag)	View of Zierikzee	1618	Oil on canvas, 27 x 40 cm	Staatliche Museen, Berlin	painting	landscape	Dutch	1601-1650	http://www.wga.hu/html/v/velde2/esaias/zierikze.html
41084	41084.jpg	VELDE, Henry van de	(b. 1863, Antwerpen, d. 1957, Zürich)	Bathing Huts at Blankenberge	1888	Oil on canvas, 71 x 100 cm	Kunsthaus, Zurich	painting	landscape	Belgian	1851-1900	http://www.wga.hu/html/v/velde3/bathhuts.html
41086	41086.jpg	VELDE, Jan Jansz. van de	(b. 1619/20, Haarlem, d. 1662, Rotterdam)	Still-Life with Tall Beer Glass	1647	Oil on panel, 64 x 59 cm	Rijksmuseum, Amsterdam	painting	still-life	Dutch	1651-1700	http://www.wga.hu/html/v/velde2/jan3/still1.html
41087	41087.jpg	VELDE, Jan Jansz. van de	(b. 1619/20, Haarlem, d. 1662, Rotterdam)	Still-Life with Römer, Flute Glass, Earthenware Jug and Pipes	1651	Oil on canvas, 69 x 90 cm	Rijksmuseum, Amsterdam	painting	still-life	Dutch	1651-1700	http://www.wga.hu/html/v/velde2/jan3/still2.html
41088	41088.jpg	VELDE, Jan Jansz. van de	(b. 1619/20, Haarlem, d. 1662, Rotterdam)	Still-Life	c. 1653	Oil on panel, 14,4 x 12 cm	Private collection	painting	still-life	Dutch	1651-1700	http://www.wga.hu/html/v/velde2/jan3/still3.html
41089	41089.jpg	VELDE, Jan Jansz. van de	(b. 1619/20, Haarlem, d. 1662, Rotterdam)	Still-Life with a Mug of Beer	1649	Oil on canvas	Private collection	painting	still-life	Dutch	1651-1700	http://www.wga.hu/html/v/velde2/jan3/still4.html
41091	41091.jpg	VELDE, Jan van de, II	(b. ca. 1593, Delft, d. 1641, Enkhuizen)	The Oostpoort (East Gate) at Delft	1625-30	Pen and brown ink, 191 x 304 mm	Musée de l'École Nationale Supérieure des Beaux-Arts, Paris	graphics	landscape	Dutch	1601-1650	http://www.wga.hu/html/v/velde2/jan2/eastgate.html
41092	41092.jpg	VELDE, Jan van de, II	(b. ca. 1593, Delft, d. 1641, Enkhuizen)	Fisherman and a Couple in a Landscape	c. 1627	Etching, 81 x 163 mm	Koninklijke Bibliotheek, The Hague	graphics	landscape	Dutch	1601-1650	http://www.wga.hu/html/v/velde2/jan2/fisherma.html
41093	41093.jpg	VELDE, Jan van de, II	(b. ca. 1593, Delft, d. 1641, Enkhuizen)	Landscape with Figures on a Road	c. 1610	Pen and brown ink and brush and brown wash, 146 x 187 mm	Museum of Fine Arts, Boston	graphics	landscape	Dutch	1601-1650	http://www.wga.hu/html/v/velde2/jan2/landscap.html
41095	41095.jpg	VELDE, Jan van de, II	(b. ca. 1593, Delft, d. 1641, Enkhuizen)	Petrus Scriverius	1626	Engraving, 266 x 155 mm	Metropolitan Museum of Art, New York	graphics	portrait	Dutch	1601-1650	http://www.wga.hu/html/v/velde2/jan2/scriveri.html
